IdAccident,Diames,Diasemana,Mes,Año,Hora_aprox,Comuna,CUT_REG,CUT_COM,REGION_DPA,COMUNA_DPA,Lat,Lon,gravedad,es_fin_de_semana,franja_horaria,distancia_hospital_km
1588434,30,2,1,2024,12,PAINE,13,13404,METROPOLITANA DE SANTIAGO,PAINE,-33.784657,-70.745522,Leve,0,Tarde,2.29
1588448,25,4,1,2024,5,COLINA,13,13301,METROPOLITANA DE SANTIAGO,COLINA,-33.214538,-70.919281,Grave,0,Madrugada,6.032
1588449,25,4,1,2024,18,TILTIL,13,13303,METROPOLITANA DE SANTIAGO,TILTIL,-33.276841,-70.882245,Sin lesionados,0,Noche,0.642
1588450,26,5,1,2024,15,TILTIL,13,13303,METROPOLITANA DE SANTIAGO,TILTIL,-33.340599,-70.813152,Leve,0,Tarde,9.094
1588451,27,6,1,2024,7,COLINA,13,13301,METROPOLITANA DE SANTIAGO,COLINA,-33.1839,-70.895636,Sin lesionados,1,Mañana,1.994
1588452,29,1,1,2024,8,COLINA,13,13301,METROPOLITANA DE SANTIAGO,COLINA,-33.123611,-70.92421,Leve,0,Mañana,4.045
1588457,14,7,1,2024,9,NIQUEN,16,16303,ÑUBLE,ÑIQUÉN,-36.26044,-71.814301,Grave,1,Mañana,11.841
1588463,21,7,1,2024,21,GORBEA,9,9107,LA ARAUCANÍA,GORBEA,-39.186431,-72.589549,Leve,1,Noche,11.243
1588469,18,4,1,2024,22,SAN FABIAN,16,16304,ÑUBLE,SAN FABIÁN,-36.445338,-71.674882,Sin lesionados,0,Noche,25.539
1588470,18,4,1,2024,23,SAN CARLOS,16,16301,ÑUBLE,SAN CARLOS,-36.402329,-71.787507,Leve,0,Noche,15.706
1588473,19,5,1,2024,0,SAN NICOLAS,16,16305,ÑUBLE,SAN NICOLÁS,-36.51117,-72.1945,Sin lesionados,0,Madrugada,13.633
1588474,20,6,1,2024,21,SAN NICOLAS,16,16305,ÑUBLE,SAN NICOLÁS,-36.485926,-72.251987,Leve,1,Noche,19.058
1588476,21,7,1,2024,23,SAN CARLOS,16,16301,ÑUBLE,SAN CARLOS,-36.455202,-71.703988,Sin lesionados,1,Noche,23.05
1588482,1,4,2,2024,21,RANCAGUA,6,6101,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,-34.11322,-70.723814,Sin lesionados,0,Noche,5.169
1588484,23,2,1,2024,20,SAN CARLOS,16,16301,ÑUBLE,SAN CARLOS,-36.495836,-72.030362,Sin lesionados,0,Noche,9.698
1588486,26,5,1,2024,23,SAN NICOLAS,16,16305,ÑUBLE,SAN NICOLÁS,-36.515735,-72.163355,Sin lesionados,0,Noche,11.497
1588487,27,6,1,2024,15,NIQUEN,16,16303,ÑUBLE,ÑIQUÉN,-36.402329,-71.787507,Sin lesionados,1,Tarde,15.706
1588488,27,6,1,2024,17,NIQUEN,16,16303,ÑUBLE,ÑIQUÉN,-36.320552,-71.811602,Leve,1,Tarde,17.973
1588489,28,7,1,2024,11,NIQUEN,16,16303,ÑUBLE,ÑIQUÉN,-36.315965,-71.792043,Leve,1,Mañana,18.167
1588490,28,7,1,2024,19,SAN NICOLAS,16,16305,ÑUBLE,SAN NICOLÁS,-36.521707,-72.077326,Leve,1,Noche,8.917
1588494,30,2,1,2024,22,CAMARONES,15,15102,ARICA Y PARINACOTA,CAMARONES,-18.95905,-70.035096,Grave,0,Noche,60.484
1588498,3,6,2,2024,14,HIJUELAS,5,5503,VALPARAÍSO,HIJUELAS,-32.790126,-71.16584,Sin lesionados,1,Tarde,1.651
1588501,1,4,2,2024,8,FREIRE,9,9105,LA ARAUCANÍA,FREIRE,-38.837108,-72.62111,Grave,0,Mañana,6.295
1588503,22,1,1,2024,14,SIERRA GORDA,2,2103,ANTOFAGASTA,SIERRA GORDA,-23.325769,-69.829128,Sin lesionados,0,Tarde,62.129
1588509,13,6,1,2024,9,PELLUHUE,7,7203,MAULE,PELLUHUE,-35.815627,-72.524136,Sin lesionados,1,Mañana,8.482
1588511,23,2,1,2024,15,SIERRA GORDA,2,2103,ANTOFAGASTA,SIERRA GORDA,-23.118759,-69.612784,Sin lesionados,0,Tarde,85.253
1588513,31,3,1,2024,11,COQUIMBO,4,4102,COQUIMBO,COQUIMBO,-30.389417,-71.440229,Sin lesionados,0,Mañana,15.444
1588515,23,2,1,2024,17,SIERRA GORDA,2,2103,ANTOFAGASTA,SIERRA GORDA,-23.078516,-69.591123,Leve,0,Tarde,82.306
1588519,2,5,2,2024,23,QUILACO,8,8308,BIOBÍO,QUILACO,-37.714295,-71.898327,Fatal,0,Noche,11.619
1588520,1,4,2,2024,3,FREIRE,9,9105,LA ARAUCANÍA,FREIRE,-38.971035,-72.71656,Leve,0,Madrugada,6.595
1588521,10,3,1,2024,11,NANCAGUA,6,6305,LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,-34.645737,-71.155598,Leve,0,Mañana,4.485
1588522,30,2,1,2024,15,COQUIMBO,4,4102,COQUIMBO,COQUIMBO,-29.954705,-71.295342,Leve,0,Tarde,3.889
1588524,1,4,2,2024,5,COQUIMBO,4,4102,COQUIMBO,COQUIMBO,-29.979196,-71.347561,Sin lesionados,0,Madrugada,1.584
1588529,2,5,2,2024,19,PITRUFQUEN,9,9114,LA ARAUCANÍA,PITRUFQUÉN,-39.03441,-72.845711,Leve,0,Noche,17.259
1588532,4,7,2,2024,3,CALERA,5,5502,VALPARAÍSO,CALERA,-32.763727,-71.193829,Fatal,1,Madrugada,3.081
1588540,11,4,1,2024,17,CORONEL,8,8102,BIOBÍO,CORONEL,-37.001227,-73.137085,Grave,0,Tarde,3.0
1588543,17,3,1,2024,11,CHIMBARONGO,6,6303,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHIMBARONGO,-34.749854,-71.041177,Sin lesionados,0,Mañana,5.276
1588545,20,6,1,2024,11,RETIRO,7,7405,MAULE,RETIRO,-36.056521,-71.773809,Sin lesionados,1,Mañana,1.241
1588547,27,6,1,2024,2,NANCAGUA,6,6305,LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,-34.653049,-71.181148,Leve,1,Madrugada,2.162
1588551,2,5,2,2024,16,SAGRADA FAMILIA,7,7307,MAULE,SAGRADA FAMILIA,-35.023224,-71.432064,Leve,0,Tarde,15.238
1588555,17,3,1,2024,8,SAN FERNANDO,6,6301,LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,-34.566508,-70.970071,Leve,0,Mañana,2.185
1588557,22,1,1,2024,15,PARRAL,7,7404,MAULE,PARRAL,-36.148509,-71.811727,Sin lesionados,0,Tarde,0.775
1588559,3,6,2,2024,23,MOLINA,7,7304,MAULE,MOLINA,-35.073601,-71.302395,Sin lesionados,1,Noche,3.869
1588566,19,5,1,2024,19,CURANILAHUE,8,8205,BIOBÍO,CURANILAHUE,-37.347463,-73.316459,Sin lesionados,0,Noche,10.732
1588568,3,6,2,2024,9,SAGRADA FAMILIA,7,7307,MAULE,SAGRADA FAMILIA,-35.029444,-71.250376,Sin lesionados,1,Mañana,4.594
1588569,4,7,2,2024,17,SAGRADA FAMILIA,7,7307,MAULE,SAGRADA FAMILIA,-35.074537,-71.294189,Leve,1,Tarde,3.725
1588570,26,5,1,2024,2,YUNGAY,16,16109,ÑUBLE,YUNGAY,-37.10079,-71.997067,Leve,0,Madrugada,16.244
1588573,27,6,1,2024,17,YUNGAY,16,16109,ÑUBLE,YUNGAY,-37.137763,-72.010976,Leve,1,Tarde,12.911
1588574,26,5,1,2024,13,CHEPICA,6,6302,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHÉPICA,-34.77748,-71.171354,Leve,0,Tarde,10.402
1588576,23,2,1,2024,14,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.497568,-72.319907,Sin lesionados,0,Tarde,3.673
1588578,27,6,1,2024,20,EL CARMEN,16,16104,ÑUBLE,EL CARMEN,-36.899108,-72.075829,Leve,1,Noche,11.839
1588583,29,1,1,2024,3,YUNGAY,16,16109,ÑUBLE,YUNGAY,-37.122339,-71.94766,Leve,0,Madrugada,13.118
1588587,30,2,1,2024,16,EL CARMEN,16,16104,ÑUBLE,EL CARMEN,-36.896352,-72.042747,Leve,0,Tarde,10.915
1588588,30,2,1,2024,17,CUNCO,9,9103,LA ARAUCANÍA,CUNCO,-38.980981,-72.109269,Leve,0,Tarde,8.332
1588600,19,5,1,2024,14,NANCAGUA,6,6305,LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,-34.655519,-71.213471,Sin lesionados,0,Tarde,1.06
1588605,2,5,2,2024,19,PORVENIR,12,12301,MAGALLANES Y DE LA ANTÁRTICA CHILENA,PORVENIR,-53.508234,-69.333764,Leve,0,Noche,71.803
1588611,24,3,1,2024,17,PARRAL,7,7404,MAULE,PARRAL,-36.171192,-71.710397,Sin lesionados,0,Tarde,9.839
1588613,4,7,2,2024,12,CARAHUE,9,9102,LA ARAUCANÍA,CARAHUE,-38.755861,-72.638424,Fatal,1,Tarde,2.29
1588624,4,7,2,2024,1,LA UNION,14,14201,LOS RÍOS,LA UNIÓN,-40.213859,-72.812895,Fatal,1,Madrugada,16.463
1588626,4,7,2,2024,1,COQUIMBO,4,4102,COQUIMBO,COQUIMBO,-30.270283,-71.483792,Fatal,1,Madrugada,1.578
1588628,29,1,1,2024,11,SAN CARLOS,16,16301,ÑUBLE,SAN CARLOS,-36.443862,-71.969682,Sin lesionados,0,Mañana,1.813
1588631,4,7,2,2024,1,OSORNO,10,10301,LOS LAGOS,OSORNO,-40.555904,-72.970106,Fatal,1,Madrugada,13.065
1588632,25,4,1,2024,15,RETIRO,7,7405,MAULE,RETIRO,-36.158475,-71.739496,Sin lesionados,0,Tarde,6.921
1588639,25,4,1,2024,11,NANCAGUA,6,6305,LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,-34.685278,-71.211999,Grave,0,Mañana,4.029
1588640,26,5,1,2024,18,PALMILLA,6,6306,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PALMILLA,-34.602151,-71.361598,Sin lesionados,0,Noche,3.634
1588642,29,1,1,2024,6,SAN CARLOS,16,16301,ÑUBLE,SAN CARLOS,-36.462373,-71.745336,Leve,0,Mañana,19.517
1588649,30,2,1,2024,11,SAN CARLOS,16,16301,ÑUBLE,SAN CARLOS,-36.423264,-72.005403,Sin lesionados,0,Mañana,4.15
1588652,25,4,1,2024,15,RETIRO,7,7405,MAULE,RETIRO,-36.132576,-71.770006,Leve,0,Tarde,4.057
1588658,27,6,1,2024,11,RETIRO,7,7405,MAULE,RETIRO,-36.000074,-71.719484,Leve,1,Mañana,4.527
1588665,31,3,1,2024,2,SAN PEDRO,13,13505,METROPOLITANA DE SANTIAGO,SAN PEDRO,-33.996482,-71.39654,Leve,0,Madrugada,33.381
1588666,3,6,2,2024,10,SAN RAFAEL,7,7110,MAULE,SAN RAFAEL,-35.316346,-71.53478,Leve,1,Mañana,10.893
1588690,2,5,2,2024,2,LONGAVI,7,7403,MAULE,LONGAVÍ,-35.97782,-71.700647,Fatal,0,Madrugada,1.626
1588694,2,5,2,2024,21,PELLUHUE,7,7203,MAULE,PELLUHUE,-35.788964,-72.540127,Leve,0,Noche,5.55
1588706,4,7,2,2024,1,PELLUHUE,7,7203,MAULE,PELLUHUE,-35.798486,-72.560581,Sin lesionados,1,Madrugada,7.064
1588715,4,7,2,2024,4,HIJUELAS,5,5503,VALPARAÍSO,HIJUELAS,-32.797085,-71.159144,Leve,1,Madrugada,2.408
1588716,23,2,1,2024,6,PAINE,13,13404,METROPOLITANA DE SANTIAGO,PAINE,-33.868165,-70.747116,Leve,0,Mañana,6.23
1588730,26,5,1,2024,19,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.468391,-72.407258,Leve,0,Noche,4.735
1588737,2,5,2,2024,18,SAN JAVIER,7,7406,MAULE,SAN JAVIER,-35.767112,-71.8094,Sin lesionados,0,Noche,11.261
1588739,2,5,2,2024,0,CALLE LARGA,5,5302,VALPARAÍSO,CALLE LARGA,-32.860655,-70.623645,Leve,0,Madrugada,3.524
1588746,2,5,2,2024,22,LOS LAGOS,14,14104,LOS RÍOS,LOS LAGOS,-39.880395,-72.765122,Fatal,0,Noche,4.294
1588748,3,6,2,2024,23,CALLE LARGA,5,5302,VALPARAÍSO,CALLE LARGA,-32.872539,-70.624174,Sin lesionados,1,Noche,4.614
1588750,3,6,2,2024,21,CORRAL,14,14102,LOS RÍOS,CORRAL,-39.938883,-73.586477,Sin lesionados,1,Noche,14.745
1588758,27,6,1,2024,1,TALCAHUANO,8,8110,BIOBÍO,TALCAHUANO,-36.658797,-72.272137,Leve,1,Madrugada,1.551
1588763,2,5,2,2024,11,NATALES,12,12401,MAGALLANES Y DE LA ANTÁRTICA CHILENA,NATALES,-51.774842,-72.199786,Sin lesionados,0,Mañana,19.982
1588769,30,2,1,2024,7,RENGO,6,6115,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,-34.291516,-70.86575,Sin lesionados,0,Mañana,3.501
1588775,24,3,1,2024,15,TALCAHUANO,8,8110,BIOBÍO,TALCAHUANO,-36.658797,-72.272137,Sin lesionados,0,Tarde,1.551
1588781,1,4,2,2024,20,LA UNION,14,14201,LOS RÍOS,LA UNIÓN,-40.306563,-73.066251,Leve,0,Noche,0.366
1588782,3,6,2,2024,5,MAULE,7,7105,MAULE,MAULE,-35.476345,-71.768654,Leve,1,Madrugada,8.585
1588785,30,2,1,2024,20,QUINTA DE TILCOCO,6,6114,LIBERTADOR GENERAL BERNARDO O'HIGGINS,QUINTA DE TILCOCO,-34.340051,-70.747823,Leve,0,Noche,7.088
1588792,26,5,1,2024,21,PARRAL,7,7404,MAULE,PARRAL,-36.125922,-71.817839,Leve,0,Noche,1.796
1588793,2,5,2,2024,11,LA UNION,14,14201,LOS RÍOS,LA UNIÓN,-40.277375,-73.107273,Leve,0,Mañana,2.763
1588799,2,5,2,2024,19,LA UNION,14,14201,LOS RÍOS,LA UNIÓN,-40.315037,-73.021485,Leve,0,Noche,3.693
1588800,27,6,1,2024,15,RETIRO,7,7405,MAULE,RETIRO,-36.070522,-71.77686,Leve,1,Tarde,2.538
1588801,3,6,2,2024,11,MAULE,7,7105,MAULE,MAULE,-35.465014,-71.650279,Sin lesionados,1,Mañana,4.051
1588805,3,6,2,2024,14,SAN CLEMENTE,7,7109,MAULE,SAN CLEMENTE,-35.534032,-71.494226,Leve,1,Tarde,5.399
1588808,3,6,2,2024,22,RENGO,6,6115,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,-34.341217,-70.861688,Fatal,1,Noche,2.368
1588809,4,7,2,2024,11,LA UNION,14,14201,LOS RÍOS,LA UNIÓN,-40.282993,-72.992083,Leve,1,Mañana,6.461
1588813,28,7,1,2024,0,PARRAL,7,7404,MAULE,PARRAL,-36.113444,-71.80149,Leve,1,Madrugada,3.332
1588814,2,5,2,2024,12,SAN RAFAEL,7,7110,MAULE,SAN RAFAEL,-35.310082,-71.526877,Sin lesionados,0,Tarde,10.884
1588816,3,6,2,2024,13,FREIRE,9,9105,LA ARAUCANÍA,FREIRE,-38.110194,-72.342711,Fatal,1,Tarde,13.806
1588820,2,5,2,2024,17,OSORNO,10,10301,LOS LAGOS,OSORNO,-40.655232,-73.119262,Sin lesionados,0,Tarde,7.518
1588822,28,7,1,2024,17,PARRAL,7,7404,MAULE,PARRAL,-36.130961,-71.806682,Sin lesionados,1,Tarde,1.355
1588823,24,3,1,2024,19,PANGUIPULLI,14,14108,LOS RÍOS,PANGUIPULLI,-39.856113,-71.917842,Leve,0,Noche,42.951
1588827,3,6,2,2024,13,PURRANQUE,10,10303,LOS LAGOS,PURRANQUE,-40.935509,-73.141386,Sin lesionados,1,Tarde,2.637
1588828,31,3,1,2024,12,QUINTA DE TILCOCO,6,6114,LIBERTADOR GENERAL BERNARDO O'HIGGINS,QUINTA DE TILCOCO,-34.353722,-70.969584,Leve,0,Tarde,9.498
1588829,27,6,1,2024,22,CHEPICA,6,6302,LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHÉPICA,-34.715913,-71.255769,Sin lesionados,1,Noche,6.2
1588831,31,3,1,2024,0,RENGO,6,6115,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,-34.404058,-70.90459,Sin lesionados,0,Madrugada,4.266
1588832,31,3,1,2024,18,REQUINOA,6,6116,LIBERTADOR GENERAL BERNARDO O'HIGGINS,REQUÍNOA,-34.283729,-70.819501,Sin lesionados,0,Noche,0.273
1588833,2,5,2,2024,5,CANELA,4,4202,COQUIMBO,CANELA,-31.590054,-71.529988,Sin lesionados,0,Madrugada,32.509
1588834,31,3,1,2024,8,RENGO,6,6115,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,-34.214281,-70.771616,Sin lesionados,0,Mañana,4.267
1588836,2,5,2,2024,9,MAFIL,14,14105,LOS RÍOS,MÁFIL,-39.681038,-72.928877,Sin lesionados,0,Mañana,15.836
1588837,1,4,2,2024,9,RENGO,6,6115,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RENGO,-34.401301,-70.883218,Sin lesionados,0,Mañana,2.348
1588839,3,6,2,2024,15,CANELA,4,4202,COQUIMBO,CANELA,-31.426905,-71.567814,Leve,1,Tarde,42.742
1588843,1,4,2,2024,13,TALCAHUANO,8,8110,BIOBÍO,TALCAHUANO,-36.774949,-73.080258,Sin lesionados,0,Tarde,2.149
1588844,4,7,2,2024,18,LOS VILOS,4,4203,COQUIMBO,LOS VILOS,-31.736775,-71.517419,Leve,1,Noche,19.889
1588860,13,6,1,2024,8,COIHUECO,16,16302,ÑUBLE,COIHUECO,-36.62295,-71.864012,Grave,1,Mañana,18.967
1588863,14,7,1,2024,16,PINTO,16,16106,ÑUBLE,PINTO,-36.888698,-71.565093,Leve,1,Tarde,42.746
1588865,16,2,1,2024,0,COIHUECO,16,16302,ÑUBLE,COIHUECO,-36.727486,-71.835886,Sin lesionados,0,Madrugada,19.18
1588875,20,6,1,2024,16,COIHUECO,16,16302,ÑUBLE,COIHUECO,-36.563096,-72.048207,Grave,1,Tarde,5.692
1588877,22,1,1,2024,21,CHILLAN VIEJO,16,16103,ÑUBLE,CHILLÁN VIEJO,-36.633257,-72.189942,Sin lesionados,0,Noche,5.54
1588879,22,1,1,2024,10,COIHUECO,16,16302,ÑUBLE,COIHUECO,-36.593824,-72.01234,Grave,0,Mañana,6.196
1588884,2,5,2,2024,18,CABRERO,8,8303,BIOBÍO,CABRERO,-37.031321,-72.424394,Grave,0,Noche,2.438
1588885,31,3,1,2024,19,PENCO,8,8107,BIOBÍO,PENCO,-36.768802,-73.013077,Leve,0,Noche,5.033
1588890,11,4,1,2024,15,PLACILLA,6,6308,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PLACILLA,-34.61114,-71.049954,Sin lesionados,0,Tarde,5.991
1588891,19,5,1,2024,16,LAUTARO,9,9108,LA ARAUCANÍA,LAUTARO,-38.540651,-72.446539,Sin lesionados,0,Tarde,1.7
1588892,31,3,1,2024,19,PENCO,8,8107,BIOBÍO,PENCO,-36.768802,-73.013077,Sin lesionados,0,Noche,5.033
1588893,26,5,1,2024,8,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.49387,-72.399044,Sin lesionados,0,Mañana,4.488
1588895,16,2,1,2024,22,PLACILLA,6,6308,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PLACILLA,-34.568734,-70.971159,Leve,0,Noche,2.005
1588898,8,1,1,2024,13,NANCAGUA,6,6305,LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,-34.650913,-71.170718,Leve,0,Tarde,3.085
1588901,27,6,1,2024,2,GALVARINO,9,9106,LA ARAUCANÍA,GALVARINO,-38.315346,-72.686252,Grave,1,Madrugada,8.17
1588907,28,7,1,2024,23,LAUTARO,9,9108,LA ARAUCANÍA,LAUTARO,-38.487116,-72.437532,Leve,1,Noche,4.357
1588911,30,2,1,2024,20,LA SERENA,4,4101,COQUIMBO,LA SERENA,-29.928058,-71.174055,Leve,0,Noche,3.008
1588915,3,6,2,2024,0,CONCEPCION,8,8101,BIOBÍO,CONCEPCIÓN,-37.029106,-72.435263,Fatal,1,Madrugada,3.432
1588918,1,1,1,2024,6,NANCAGUA,6,6305,LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,-34.655519,-71.213471,Sin lesionados,0,Mañana,1.06
1588923,2,5,2,2024,18,FLORIDA,8,8104,BIOBÍO,FLORIDA,-36.826868,-72.697863,Leve,0,Noche,3.421
1588925,1,4,2,2024,17,PUERTO VARAS,10,10109,LOS LAGOS,PUERTO VARAS,-41.325215,-73.029167,Sin lesionados,0,Tarde,3.232
1588927,4,7,2,2024,20,SAN JAVIER,7,7406,MAULE,SAN JAVIER,-35.59356,-71.886062,Grave,1,Noche,0.316
1588930,2,2,1,2024,14,NANCAGUA,6,6305,LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,-34.653419,-71.202868,Leve,0,Tarde,0.449
1588935,23,2,1,2024,2,COIHUECO,16,16302,ÑUBLE,COIHUECO,-36.646364,-71.869098,Leve,0,Madrugada,18.81
1588936,2,5,2,2024,10,PUERTO VARAS,10,10109,LOS LAGOS,PUERTO VARAS,-41.092292,-72.023161,Leve,0,Mañana,47.52
1588938,11,4,1,2024,20,SAN JOSE DE MAIPO,13,13203,METROPOLITANA DE SANTIAGO,SAN JOSÉ DE MAIPO,-33.644844,-70.351548,Leve,0,Noche,0.395
1588950,15,1,1,2024,7,CONCON,5,5103,VALPARAÍSO,CONCÓN,-32.946696,-71.512457,Sin lesionados,0,Mañana,4.562
1588952,30,2,1,2024,11,LONQUIMAY,9,9205,LA ARAUCANÍA,LONQUIMAY,-38.486564,-71.40734,Leve,0,Mañana,4.798
1588954,6,6,1,2024,16,PLACILLA,6,6308,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PLACILLA,-34.608467,-71.011432,Sin lesionados,1,Tarde,3.096
1588956,3,6,2,2024,12,MAULE,7,7105,MAULE,MAULE,-35.465014,-71.650279,Sin lesionados,1,Tarde,4.051
1588958,27,6,1,2024,11,CHILLAN VIEJO,16,16103,ÑUBLE,CHILLÁN VIEJO,-36.633257,-72.189942,Leve,1,Mañana,5.54
1588964,3,6,2,2024,14,PUERTO VARAS,10,10109,LOS LAGOS,PUERTO VARAS,-41.317596,-72.821732,Leve,1,Tarde,11.022
1588966,27,6,1,2024,4,PLACILLA,6,6308,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PLACILLA,-34.63234,-71.109412,Leve,1,Madrugada,8.899
1588967,4,7,2,2024,4,LLANQUIHUE,10,10107,LOS LAGOS,LLANQUIHUE,-41.225741,-73.049052,Sin lesionados,1,Madrugada,4.738
1588970,16,2,1,2024,9,ANCUD,10,10202,LOS LAGOS,ANCUD,-41.867045,-73.827383,Leve,0,Mañana,0.373
1588973,8,1,1,2024,18,QUINTERO,5,5107,VALPARAÍSO,QUINTERO,-32.748861,-71.477499,Leve,0,Noche,6.049
1588975,5,1,2,2024,2,QUELLON,10,10208,LOS LAGOS,QUELLÓN,-42.900467,-73.701818,Leve,0,Madrugada,10.741
1588976,5,1,2,2024,1,CHONCHI,10,10203,LOS LAGOS,CHONCHI,-42.637953,-73.800989,Fatal,0,Madrugada,18.12
1588977,19,5,1,2024,9,PLACILLA,6,6308,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PLACILLA,-34.629625,-71.093463,Sin lesionados,0,Mañana,9.48
1588979,5,1,2,2024,4,SAN JAVIER,7,7406,MAULE,SAN JAVIER,-35.593645,-71.599755,Fatal,0,Madrugada,11.512
1588987,16,2,1,2024,17,ANCUD,10,10202,LOS LAGOS,ANCUD,-41.878948,-73.893604,Leve,0,Tarde,5.994
1588988,31,3,1,2024,11,CASABLANCA,5,5102,VALPARAÍSO,CASABLANCA,-33.206126,-71.625432,Leve,0,Mañana,14.872
1588989,4,7,2,2024,21,TALCA,7,7101,MAULE,TALCA,-35.464591,-71.573169,Sin lesionados,1,Noche,5.259
1588990,27,6,1,2024,22,CHILLAN VIEJO,16,16103,ÑUBLE,CHILLÁN VIEJO,-36.631598,-72.184745,Grave,1,Noche,5.063
1588994,30,2,1,2024,8,PANGUIPULLI,14,14108,LOS RÍOS,PANGUIPULLI,-39.583374,-72.31066,Grave,0,Mañana,6.93
1588995,1,4,2,2024,19,CASABLANCA,5,5102,VALPARAÍSO,CASABLANCA,-33.306132,-71.398859,Grave,0,Noche,1.677
1588999,2,5,2,2024,10,CASABLANCA,5,5102,VALPARAÍSO,CASABLANCA,-33.317736,-71.352321,Sin lesionados,0,Mañana,5.184
1589000,20,6,1,2024,12,COLINA,13,13301,METROPOLITANA DE SANTIAGO,COLINA,-33.243262,-70.705143,Sin lesionados,1,Tarde,4.801
1589001,5,1,2,2024,10,CASABLANCA,5,5102,VALPARAÍSO,CASABLANCA,-33.311508,-71.405489,Leve,0,Mañana,0.877
1589006,3,6,2,2024,20,PITRUFQUEN,9,9114,LA ARAUCANÍA,PITRUFQUÉN,-39.025438,-72.899359,Leve,1,Noche,16.678
1589012,3,6,2,2024,8,CURACAUTIN,9,9203,LA ARAUCANÍA,CURACAUTÍN,-38.463928,-71.785696,Leve,1,Mañana,9.599
1589017,4,7,2,2024,11,FREIRE,9,9105,LA ARAUCANÍA,FREIRE,-39.098647,-72.38684,Leve,1,Mañana,12.544
1589025,29,1,1,2024,16,LOLOL,6,6304,LIBERTADOR GENERAL BERNARDO O'HIGGINS,LOLOL,-34.729961,-71.672651,Leve,0,Tarde,2.376
1589027,3,6,2,2024,22,TEMUCO,9,9101,LA ARAUCANÍA,TEMUCO,-38.766349,-72.782368,Leve,1,Noche,10.6
1589029,3,6,2,2024,4,PENCO,8,8107,BIOBÍO,PENCO,-36.736618,-72.890279,Leve,1,Madrugada,7.859
1589040,18,4,1,2024,16,QUINTERO,5,5107,VALPARAÍSO,QUINTERO,-32.800155,-71.483847,Leve,0,Tarde,4.305
1589044,19,5,1,2024,16,QUINTERO,5,5107,VALPARAÍSO,QUINTERO,-32.800155,-71.483847,Sin lesionados,0,Tarde,4.305
1589054,4,7,2,2024,8,VALDIVIA,14,14101,LOS RÍOS,VALDIVIA,-39.850655,-73.32171,Leve,1,Mañana,7.207
1589060,5,1,2,2024,23,FLORIDA,8,8104,BIOBÍO,FLORIDA,-36.822645,-72.667239,Sin lesionados,0,Noche,0.728
1589061,30,2,1,2024,18,LUMACO,9,9207,LA ARAUCANÍA,LUMACO,-38.165938,-72.903726,Leve,0,Noche,8.321
1589063,3,6,2,2024,10,QUILLOTA,5,5501,VALPARAÍSO,QUILLOTA,-32.875627,-71.318383,Sin lesionados,1,Mañana,5.706
1589066,29,1,1,2024,20,PALMILLA,6,6306,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PALMILLA,-34.617876,-71.350947,Sin lesionados,0,Noche,1.945
1589071,2,5,2,2024,6,SAN VICENTE,6,6117,LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN VICENTE,-34.454155,-71.100374,Leve,0,Mañana,2.294
1589072,3,6,2,2024,15,SAN VICENTE,6,6117,LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN VICENTE,-34.427097,-71.058164,Sin lesionados,1,Tarde,1.539
1589073,5,1,2,2024,1,SAN VICENTE,6,6117,LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN VICENTE,-34.434246,-71.169991,Grave,0,Madrugada,5.037
1589074,5,1,2,2024,14,SAN VICENTE,6,6117,LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN VICENTE,-34.436984,-71.065278,Sin lesionados,0,Tarde,0.414
