IdAccident,Diames,Diasemana,Mes,Año,Hora_aprox,Comuna,CUT_REG,CUT_COM,REGION_DPA,COMUNA_DPA,Lat,Lon,gravedad,es_fin_de_semana,franja_horaria,distancia_hospital_km
1596030,11,1,3,2024,16,MOSTAZAL,6,6110,LIBERTADOR GENERAL BERNARDO O'HIGGINS,MOSTAZAL,-34.025349,-70.717798,Fatal,0,Tarde,4.807
1596037,7,4,3,2024,12,PANGUIPULLI,14,14108,LOS RÍOS,PANGUIPULLI,-39.587762,-72.433465,Leve,0,Tarde,9.748
1596038,4,1,3,2024,21,PAILLACO,14,14107,LOS RÍOS,PAILLACO,-40.017497,-72.935132,Leve,0,Noche,8.39
1596048,17,6,2,2024,17,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.497505,-72.314292,Grave,1,Tarde,3.893
1596049,4,7,2,2024,20,NANCAGUA,6,6305,LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,-34.657364,-71.224144,Leve,1,Noche,2.002
1596051,12,1,2,2024,18,PEUMO,6,6112,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PEUMO,-34.361578,-71.222827,Grave,0,Noche,5.462
1596054,10,7,3,2024,21,CHILLAN,16,16101,ÑUBLE,CHILLÁN,-36.646604,-71.967605,Sin lesionados,1,Noche,10.303
1596061,5,2,3,2024,17,LA UNION,14,14201,LOS RÍOS,LA UNIÓN,-40.242751,-72.683451,Grave,0,Tarde,24.577
1596073,12,1,2,2024,19,PEUMO,6,6112,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PEUMO,-34.353623,-71.217319,Leve,0,Noche,5.63
1596082,7,4,3,2024,13,NIQUEN,16,16303,ÑUBLE,ÑIQUÉN,-36.287611,-71.823419,Leve,0,Tarde,14.86
1596094,7,4,3,2024,21,CHILLAN VIEJO,16,16103,ÑUBLE,CHILLÁN VIEJO,-36.667189,-72.144835,Sin lesionados,0,Noche,4.54
1596100,7,4,3,2024,18,SAN CARLOS,16,16301,ÑUBLE,SAN CARLOS,-36.460725,-71.995625,Sin lesionados,0,Noche,4.717
1596103,6,3,3,2024,11,PAILLACO,14,14107,LOS RÍOS,PAILLACO,-40.052857,-72.899692,Sin lesionados,0,Mañana,3.516
1596106,9,6,3,2024,10,CHILLAN VIEJO,16,16103,ÑUBLE,CHILLÁN VIEJO,-36.673568,-72.14598,Leve,1,Mañana,5.245
1596108,8,5,3,2024,7,SAN CARLOS,16,16301,ÑUBLE,SAN CARLOS,-36.423251,-71.977872,Grave,0,Mañana,1.775
1596109,10,7,3,2024,22,LA UNION,14,14201,LOS RÍOS,LA UNIÓN,-40.210075,-73.234768,Grave,1,Noche,15.812
1596114,11,1,3,2024,3,CHILLAN VIEJO,16,16103,ÑUBLE,CHILLÁN VIEJO,-36.645342,-72.144051,Grave,0,Madrugada,2.339
1596122,15,4,2,2024,15,LAS CABRAS,6,6107,LIBERTADOR GENERAL BERNARDO O'HIGGINS,LAS CABRAS,-34.278032,-71.302409,Leve,0,Tarde,9.213
1596130,6,3,3,2024,13,LO BARNECHEA,13,13115,METROPOLITANA DE SANTIAGO,LO BARNECHEA,-33.331908,-70.535753,Grave,0,Tarde,5.573
1596147,12,2,3,2024,9,CALERA,5,5502,VALPARAÍSO,CALERA,-32.771262,-71.188769,Grave,0,Mañana,2.145
1596166,11,1,3,2024,22,TEMUCO,9,9101,LA ARAUCANÍA,TEMUCO,-38.68496,-72.682141,Leve,0,Noche,7.67
1596180,11,1,3,2024,9,MAULE,7,7105,MAULE,MAULE,-35.483996,-71.81702,Leve,0,Mañana,9.745
1596181,8,5,3,2024,10,PERQUENCO,9,9113,LA ARAUCANÍA,PERQUENCO,-38.386033,-72.389517,Leve,0,Mañana,16.199
1596191,3,7,3,2024,1,RENAICO,9,9209,LA ARAUCANÍA,RENAICO,-37.720309,-72.606746,Sin lesionados,1,Madrugada,1.619
1596195,8,5,3,2024,15,LAUTARO,9,9108,LA ARAUCANÍA,LAUTARO,-38.619133,-72.452648,Sin lesionados,0,Tarde,9.596
1596208,3,7,3,2024,2,ANGOL,9,9201,LA ARAUCANÍA,ANGOL,-37.824918,-72.664547,Grave,1,Madrugada,3.578
1596211,18,7,2,2024,22,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.565801,-72.164729,Grave,1,Noche,17.292
1596231,8,5,3,2024,8,ERCILLA,9,9204,LA ARAUCANÍA,ERCILLA,-38.110194,-72.342711,Sin lesionados,0,Mañana,13.806
1596235,10,7,3,2024,8,ERCILLA,9,9204,LA ARAUCANÍA,ERCILLA,-38.008439,-72.421094,Leve,1,Mañana,5.529
1596250,9,6,3,2024,18,LOS VILOS,4,4203,COQUIMBO,LOS VILOS,-32.12968,-71.500816,Leve,1,Noche,23.832
1596256,11,1,3,2024,16,PAIHUANO,4,4105,COQUIMBO,PAIGUANO,-30.200986,-70.04272,Leve,0,Tarde,67.177
1596257,3,7,3,2024,8,ANGOL,9,9201,LA ARAUCANÍA,ANGOL,-37.821887,-72.639883,Leve,1,Mañana,5.052
1596282,11,1,3,2024,20,LONGAVI,7,7403,MAULE,LONGAVÍ,-35.890835,-71.644351,Leve,0,Noche,6.546
1596290,9,6,3,2024,13,RANQUIL,16,16206,ÑUBLE,RANQUIL,-36.696197,-72.617194,Fatal,1,Tarde,14.379
1596294,5,2,3,2024,7,SAN JAVIER,7,7406,MAULE,SAN JAVIER,-35.609072,-71.739473,Grave,0,Mañana,2.049
1596295,5,2,3,2024,12,SAN JAVIER,7,7406,MAULE,SAN JAVIER,-36.010728,-72.357556,Leve,0,Tarde,5.284
1596301,9,6,3,2024,22,SAN CLEMENTE,7,7109,MAULE,SAN CLEMENTE,-35.712157,-71.0572,Leve,1,Noche,48.961
1596308,19,1,2,2024,21,CANELA,4,4202,COQUIMBO,CANELA,-31.503609,-71.557665,Sin lesionados,0,Noche,37.805
1596309,1,5,3,2024,16,CANELA,4,4202,COQUIMBO,CANELA,-31.218983,-71.60043,Sin lesionados,0,Tarde,56.557
1596310,7,4,3,2024,2,LOS VILOS,4,4203,COQUIMBO,LOS VILOS,-32.138515,-71.499962,Sin lesionados,0,Madrugada,24.817
1596311,12,2,3,2024,8,LOS VILOS,4,4203,COQUIMBO,LOS VILOS,-32.017064,-71.509206,Leve,0,Mañana,11.288
1596313,6,3,3,2024,11,BUIN,13,13402,METROPOLITANA DE SANTIAGO,BUIN,-33.748964,-70.739511,Leve,0,Mañana,1.599
1596315,8,5,3,2024,1,ZAPALLAR,5,5405,VALPARAÍSO,ZAPALLAR,-32.500752,-71.259318,Sin lesionados,0,Madrugada,5.952
1596326,6,3,3,2024,19,VILLA ALEGRE,7,7407,MAULE,VILLA ALEGRE,-35.658883,-71.746902,Sin lesionados,0,Noche,3.215
1596336,12,2,3,2024,21,LOLOL,6,6304,LIBERTADOR GENERAL BERNARDO O'HIGGINS,LOLOL,-34.710473,-71.608921,Fatal,0,Noche,3.975
1596338,19,1,2,2024,22,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.426021,-72.320452,Leve,0,Noche,4.816
1596340,7,4,3,2024,9,SAN JAVIER,7,7406,MAULE,SAN JAVIER,-35.563707,-71.696765,Leve,0,Mañana,4.299
1596341,10,7,3,2024,23,TIRUA,8,8207,BIOBÍO,TIRÚA,-38.279101,-73.498749,Sin lesionados,1,Noche,6.863
1596346,13,3,3,2024,8,CANELA,4,4202,COQUIMBO,CANELA,-31.368184,-71.58844,Fatal,0,Mañana,48.179
1596347,9,6,3,2024,22,VILLA ALEGRE,7,7407,MAULE,VILLA ALEGRE,-35.721081,-71.679949,Leve,1,Noche,6.292
1596350,3,7,3,2024,15,SAN BERNARDO,13,13401,METROPOLITANA DE SANTIAGO,SAN BERNARDO,-33.425802,-70.691481,Sin lesionados,1,Tarde,2.071
1596355,11,1,3,2024,9,CANETE,8,8203,BIOBÍO,CAÑETE,-37.778664,-73.383557,Grave,0,Mañana,0.437
1596360,20,2,2,2024,18,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.482633,-72.427253,Sin lesionados,0,Noche,6.504
1596362,6,3,3,2024,14,PAINE,13,13404,METROPOLITANA DE SANTIAGO,PAINE,-33.880621,-70.737052,Leve,0,Tarde,7.61
1596372,20,2,2,2024,3,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.518291,-72.367402,Grave,0,Madrugada,4.974
1596376,9,6,3,2024,4,PALMILLA,6,6306,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PALMILLA,-34.638426,-71.366882,Leve,1,Madrugada,0.99
1596380,8,5,3,2024,12,MULCHEN,8,8305,BIOBÍO,MULCHÉN,-37.70453,-72.257296,Sin lesionados,0,Tarde,2.26
1596385,25,7,2,2024,14,COCHRANE,11,11301,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,COCHRANE,-47.116805,-72.647643,Grave,1,Tarde,16.478
1596392,9,6,3,2024,11,PAINE,13,13404,METROPOLITANA DE SANTIAGO,PAINE,-33.803856,-70.676992,Leve,1,Mañana,4.476
1596403,13,3,3,2024,12,HIJUELAS,5,5503,VALPARAÍSO,HIJUELAS,-32.848505,-71.120009,Leve,0,Tarde,8.802
1596406,8,5,3,2024,10,MULCHEN,8,8305,BIOBÍO,MULCHÉN,-37.814856,-72.342753,Sin lesionados,0,Mañana,13.848
1596408,8,5,3,2024,16,EL CARMEN,16,16104,ÑUBLE,EL CARMEN,-36.912841,-72.084471,Leve,0,Tarde,13.535
1596412,12,2,3,2024,16,SAN RAFAEL,7,7110,MAULE,SAN RAFAEL,-35.308081,-71.515083,Sin lesionados,0,Tarde,10.376
1596413,12,2,3,2024,19,RIO CLARO,7,7108,MAULE,RÍO CLARO,-35.279034,-71.261177,Sin lesionados,0,Noche,19.279
1596414,13,3,3,2024,1,MAULE,7,7105,MAULE,MAULE,-35.465014,-71.650279,Sin lesionados,0,Madrugada,4.051
1596417,13,3,3,2024,0,SAN RAFAEL,7,7110,MAULE,SAN RAFAEL,-35.310082,-71.526877,Sin lesionados,0,Madrugada,10.884
1596445,12,2,3,2024,13,CASTRO,10,10201,LOS LAGOS,CASTRO,-42.435381,-73.770761,Leve,0,Tarde,3.872
1596447,4,1,3,2024,13,OSORNO,10,10301,LOS LAGOS,OSORNO,-40.583593,-73.635909,Leve,0,Tarde,8.229
1596448,9,6,3,2024,4,PADRE LAS CASAS,9,9112,LA ARAUCANÍA,PADRE LAS CASAS,-38.778931,-72.580329,Sin lesionados,1,Madrugada,1.551
1596449,12,2,3,2024,16,ALTO BIO BIO,8,8314,BIOBÍO,ALTO BIOBÍO,-37.827494,-71.676631,Sin lesionados,0,Tarde,34.766
1596454,23,5,2,2024,18,QUINTERO,5,5107,VALPARAÍSO,QUINTERO,-32.800155,-71.483847,Leve,0,Noche,4.305
1596458,10,7,3,2024,14,PUERTO MONTT,10,10101,LOS LAGOS,PUERTO MONTT,-41.60632,-72.683216,Leve,1,Tarde,19.691
1596459,11,1,3,2024,16,PUERTO MONTT,10,10101,LOS LAGOS,PUERTO MONTT,-41.491867,-72.813613,Leve,0,Tarde,3.492
1596466,12,2,3,2024,7,TEMUCO,9,9101,LA ARAUCANÍA,TEMUCO,-38.627775,-72.456881,Leve,0,Mañana,10.624
1596468,11,1,3,2024,14,FUTRONO,14,14202,LOS RÍOS,FUTRONO,-40.117272,-72.425743,Sin lesionados,0,Tarde,11.469
1596473,11,1,3,2024,21,PAILLACO,14,14107,LOS RÍOS,PAILLACO,-40.06917,-72.765404,Leve,0,Noche,8.596
1596474,31,3,1,2024,8,LONCOCHE,9,9109,LA ARAUCANÍA,LONCOCHE,-39.399835,-72.668431,Sin lesionados,0,Mañana,4.861
1596476,12,2,3,2024,7,TEMUCO,9,9101,LA ARAUCANÍA,TEMUCO,-38.891815,-72.620134,Sin lesionados,0,Mañana,9.209
1596479,12,2,3,2024,14,LA UNION,14,14201,LOS RÍOS,LA UNIÓN,-40.312717,-72.997801,Leve,0,Tarde,4.722
1596485,13,3,3,2024,12,ISLA DE MAIPO,13,13603,METROPOLITANA DE SANTIAGO,ISLA DE MAIPO,-33.733547,-71.02779,Grave,0,Tarde,12.226
1596489,10,7,3,2024,9,SAN BERNARDO,13,13401,METROPOLITANA DE SANTIAGO,SAN BERNARDO,-33.401465,-70.697094,Leve,1,Mañana,2.614
1596491,12,2,3,2024,13,CASABLANCA,5,5102,VALPARAÍSO,CASABLANCA,-33.427028,-71.448712,Leve,0,Tarde,12.581
1596497,8,4,2,2024,7,LONCOCHE,9,9109,LA ARAUCANÍA,LONCOCHE,-39.309335,-72.507971,Leve,0,Mañana,12.244
1596499,17,6,2,2024,2,QUINTERO,5,5107,VALPARAÍSO,QUINTERO,-32.79867,-71.515826,Grave,1,Madrugada,1.652
1596501,12,1,2,2024,17,SAN FERNANDO,6,6301,LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,-34.615174,-70.953725,Leve,0,Tarde,4.638
1596505,12,2,3,2024,7,PADRE LAS CASAS,9,9112,LA ARAUCANÍA,PADRE LAS CASAS,-38.847451,-72.728544,Leve,0,Mañana,3.499
1596507,11,1,3,2024,16,SALAMANCA,4,4204,COQUIMBO,SALAMANCA,-31.701896,-71.142836,Grave,0,Tarde,5.846
1596512,11,1,3,2024,7,SAN BERNARDO,13,13401,METROPOLITANA DE SANTIAGO,SAN BERNARDO,-33.420436,-70.690667,Sin lesionados,0,Mañana,2.473
1596514,12,2,3,2024,12,PADRE LAS CASAS,9,9112,LA ARAUCANÍA,PADRE LAS CASAS,-38.788143,-72.716613,Leve,0,Tarde,5.256
1596517,10,7,3,2024,17,YUNGAY,16,16109,ÑUBLE,YUNGAY,-37.054541,-72.013141,Grave,1,Tarde,21.578
1596518,12,2,3,2024,14,CORRAL,14,14102,LOS RÍOS,CORRAL,-39.862616,-73.433575,Sin lesionados,0,Tarde,0.211
1596520,13,2,2,2024,7,LONCOCHE,9,9109,LA ARAUCANÍA,LONCOCHE,-39.406236,-72.717289,Leve,0,Mañana,6.735
1596521,8,5,3,2024,9,NACIMIENTO,8,8306,BIOBÍO,NACIMIENTO,-37.416966,-72.793767,Grave,0,Mañana,14.407
1596525,11,1,3,2024,17,LOLOL,6,6304,LIBERTADOR GENERAL BERNARDO O'HIGGINS,LOLOL,-34.806462,-71.613186,Leve,0,Tarde,9.236
1596528,12,2,3,2024,22,SALAMANCA,4,4204,COQUIMBO,SALAMANCA,-31.718361,-71.124735,Leve,0,Noche,5.034
1596533,23,5,2,2024,18,CERRILLOS,13,13102,METROPOLITANA DE SANTIAGO,CERRILLOS,-33.500838,-70.710046,Sin lesionados,0,Noche,2.142
1596544,23,5,2,2024,8,QUINTERO,5,5107,VALPARAÍSO,QUINTERO,-32.800155,-71.483847,Leve,0,Mañana,4.305
1596552,14,4,3,2024,16,SAN VICENTE,6,6117,LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN VICENTE,-34.494186,-71.084115,Sin lesionados,0,Tarde,5.898
1596555,11,1,3,2024,11,SAAVEDRA,9,9116,LA ARAUCANÍA,SAAVEDRA,-38.790347,-73.386871,Leve,0,Mañana,1.123
1596556,9,6,3,2024,9,FREIRINA,3,3303,ATACAMA,FREIRINA,-28.468944,-71.190592,Leve,1,Mañana,3.293
1596563,15,4,2,2024,11,SAN FERNANDO,6,6301,LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,-34.446784,-71.023885,Sin lesionados,0,Mañana,4.346
1596564,13,3,3,2024,14,CALBUCO,10,10102,LOS LAGOS,CALBUCO,-41.770218,-73.327455,Fatal,0,Tarde,11.241
1596575,29,4,2,2024,18,CURACAVI,13,13503,METROPOLITANA DE SANTIAGO,CURACAVÍ,-33.410422,-71.061242,Sin lesionados,0,Noche,7.847
1596576,11,1,3,2024,7,NEGRETE,8,8307,BIOBÍO,NEGRETE,-37.590992,-72.526163,Leve,0,Mañana,16.213
1596581,13,3,3,2024,14,ANTOFAGASTA,2,2101,ANTOFAGASTA,ANTOFAGASTA,-23.760651,-70.310233,Leve,0,Tarde,13.988
1596583,13,3,3,2024,19,ANTOFAGASTA,2,2101,ANTOFAGASTA,ANTOFAGASTA,-24.380155,-70.298203,Grave,0,Noche,80.032
1596586,10,7,3,2024,22,YUNGAY,16,16109,ÑUBLE,YUNGAY,-37.133203,-72.198732,Leve,1,Noche,20.615
1596587,13,3,3,2024,10,REQUINOA,6,6116,LIBERTADOR GENERAL BERNARDO O'HIGGINS,REQUÍNOA,-34.259275,-70.805603,Sin lesionados,0,Mañana,2.771
1596601,12,2,3,2024,9,PUMANQUE,6,6309,LIBERTADOR GENERAL BERNARDO O'HIGGINS,PUMANQUE,-34.576675,-71.800897,Sin lesionados,0,Mañana,21.963
1596614,6,3,3,2024,18,CUNCO,9,9103,LA ARAUCANÍA,CUNCO,-38.894105,-72.272906,Leve,0,Noche,10.498
1596615,11,1,3,2024,12,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.512432,-72.500594,Sin lesionados,0,Tarde,13.575
1596618,22,4,2,2024,21,ANTUCO,8,8302,BIOBÍO,ANTUCO,-37.328068,-71.739043,Sin lesionados,0,Noche,10.504
1596630,14,4,3,2024,8,HIJUELAS,5,5503,VALPARAÍSO,HIJUELAS,-32.825024,-71.053796,Leve,0,Mañana,9.456
1596638,12,2,3,2024,9,SANTA JUANA,8,8109,BIOBÍO,SANTA JUANA,-37.267449,-72.961627,Sin lesionados,0,Mañana,11.078
1596639,9,6,3,2024,20,VILLARRICA,9,9120,LA ARAUCANÍA,VILLARRICA,-39.484744,-72.155986,Grave,1,Noche,21.605
1596655,22,4,2,2024,7,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.525478,-72.347027,Leve,0,Mañana,5.67
1596664,3,7,3,2024,4,SAN FERNANDO,6,6301,LIBERTADOR GENERAL BERNARDO O'HIGGINS,SAN FERNANDO,-34.593076,-70.97157,Leve,1,Madrugada,1.885
1596665,12,2,3,2024,4,PEMUCO,16,16105,ÑUBLE,PEMUCO,-36.946788,-72.10002,Leve,0,Madrugada,17.555
1596667,14,4,3,2024,7,NACIMIENTO,8,8306,BIOBÍO,NACIMIENTO,-37.405175,-72.76888,Leve,0,Mañana,13.968
1596680,24,6,2,2024,9,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.486162,-72.404216,Grave,1,Mañana,4.59
1596683,3,7,3,2024,8,COLINA,13,13301,METROPOLITANA DE SANTIAGO,COLINA,-33.243262,-70.705143,Sin lesionados,1,Mañana,4.801
1596698,24,6,2,2024,2,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.487572,-72.238884,Leve,1,Madrugada,8.922
1596699,8,5,3,2024,11,CURICO,7,7301,MAULE,CURICÓ,-35.033442,-71.544101,Grave,0,Mañana,24.0
1596702,8,5,3,2024,17,CURICO,7,7301,MAULE,CURICÓ,-35.001296,-71.229821,Sin lesionados,0,Tarde,1.386
1596704,14,3,2,2024,18,CURICO,7,7301,MAULE,CURICÓ,-34.984582,-71.217597,Sin lesionados,0,Noche,0.76
1596706,24,6,2,2024,18,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.413922,-72.247064,Leve,1,Noche,9.899
1596707,2,6,3,2024,21,ALTO HOSPICIO,1,1107,TARAPACÁ,ALTO HOSPICIO,-20.239454,-70.007924,Leve,1,Noche,11.185
1596709,9,6,3,2024,21,CURICO,7,7301,MAULE,CURICÓ,-34.942628,-71.20902,Leve,1,Noche,4.075
1596721,6,3,3,2024,0,CAUQUENES,7,7201,MAULE,CAUQUENES,-35.412794,-72.435431,Leve,0,Madrugada,8.681
1596753,26,1,2,2024,17,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.45679,-72.282967,Sin lesionados,0,Tarde,4.889
1596756,11,1,3,2024,19,RAUCO,7,7305,MAULE,RAUCO,-34.873477,-71.225741,Sin lesionados,0,Noche,5.613
1596762,12,2,3,2024,7,RANCAGUA,6,6101,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,-34.11322,-70.723814,Leve,0,Mañana,5.169
1596763,5,2,3,2024,18,COLINA,13,13301,METROPOLITANA DE SANTIAGO,COLINA,-33.307324,-70.699929,Leve,0,Noche,7.153
1596768,26,1,2,2024,19,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.430066,-72.155032,Sin lesionados,0,Noche,12.927
1596774,7,4,3,2024,6,CALERA DE TANGO,13,13403,METROPOLITANA DE SANTIAGO,CALERA DE TANGO,-33.573915,-70.769123,Leve,0,Mañana,2.4
1596779,12,2,3,2024,20,PITRUFQUEN,9,9114,LA ARAUCANÍA,PITRUFQUÉN,-39.011826,-72.655116,Sin lesionados,0,Noche,2.651
1596782,7,4,3,2024,15,PADRE LAS CASAS,9,9112,LA ARAUCANÍA,PADRE LAS CASAS,-38.772812,-72.585106,Leve,0,Tarde,1.061
1596789,12,2,3,2024,9,COQUIMBO,4,4102,COQUIMBO,COQUIMBO,-30.430593,-71.511557,Leve,0,Mañana,19.309
1596796,3,6,2,2024,5,COPIAPO,3,3101,ATACAMA,COPIAPÓ,-27.985599,-70.562032,Leve,1,Madrugada,68.4
1596808,14,4,3,2024,10,COQUIMBO,4,4102,COQUIMBO,COQUIMBO,-30.339052,-71.541411,Grave,0,Mañana,10.222
1596813,5,1,2,2024,15,COPIAPO,3,3101,ATACAMA,COPIAPÓ,-27.409763,-70.443935,Sin lesionados,0,Tarde,11.56
1596820,6,3,3,2024,7,ALTO HOSPICIO,1,1107,TARAPACÁ,ALTO HOSPICIO,-20.22028,-69.929519,Leve,0,Mañana,19.371
1596821,27,2,2,2024,18,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.42937,-72.387543,Leve,0,Noche,5.846
1596822,6,2,2,2024,6,COPIAPO,3,3101,ATACAMA,COPIAPÓ,-27.968332,-70.556165,Sin lesionados,0,Mañana,70.01
1596826,28,3,2,2024,2,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.311632,-72.360448,Leve,0,Madrugada,17.442
1596831,7,3,2,2024,11,TIERRA AMARILLA,3,3103,ATACAMA,TIERRA AMARILLA,-27.569983,-70.444509,Sin lesionados,0,Mañana,24.93
1596833,29,4,2,2024,10,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.426021,-72.320452,Sin lesionados,0,Mañana,4.816
1596836,29,4,2,2024,8,LOS ANGELES,8,8301,BIOBÍO,LOS ANGELES,-37.480208,-72.461057,Sin lesionados,0,Mañana,9.448
1596838,14,4,3,2024,18,PITRUFQUEN,9,9114,LA ARAUCANÍA,PITRUFQUÉN,-39.020923,-72.657329,Sin lesionados,0,Noche,3.668
1596840,8,4,2,2024,15,CALDERA,3,3102,ATACAMA,CALDERA,-26.691746,-70.72706,Grave,0,Tarde,39.851
1596845,9,5,2,2024,6,CALDERA,3,3102,ATACAMA,CALDERA,-26.57303,-70.682138,Sin lesionados,0,Mañana,25.94
1596850,11,1,3,2024,23,LOS LAGOS,14,14104,LOS RÍOS,LOS LAGOS,-39.976627,-72.666149,Grave,0,Noche,3.67
1596855,7,4,3,2024,7,PUERTO MONTT,10,10101,LOS LAGOS,PUERTO MONTT,-41.688354,-73.108479,Sin lesionados,0,Mañana,9.234
1596859,8,5,3,2024,5,PUERTO MONTT,10,10101,LOS LAGOS,PUERTO MONTT,-41.434159,-73.048587,Leve,0,Madrugada,7.001
1596860,14,3,2,2024,0,PUCHUNCAVI,5,5105,VALPARAÍSO,PUCHUNCAVÍ,-32.735468,-71.231399,Sin lesionados,0,Madrugada,6.785
1596861,7,4,3,2024,15,COLINA,13,13301,METROPOLITANA DE SANTIAGO,COLINA,-33.265792,-70.699376,Sin lesionados,0,Tarde,6.853
1596866,10,7,3,2024,1,PUDAHUEL,13,13124,METROPOLITANA DE SANTIAGO,PUDAHUEL,-33.446098,-70.859667,Grave,1,Madrugada,10.226
1596878,13,2,2,2024,8,LONCOCHE,9,9109,LA ARAUCANÍA,LONCOCHE,-39.285365,-72.469012,Sin lesionados,0,Mañana,13.875
1596880,10,7,3,2024,1,PUERTO MONTT,10,10101,LOS LAGOS,PUERTO MONTT,-41.544865,-73.053983,Sin lesionados,1,Madrugada,9.683
1596884,18,7,2,2024,22,PUCHUNCAVI,5,5105,VALPARAÍSO,PUCHUNCAVÍ,-32.668984,-71.425387,Sin lesionados,1,Noche,15.758
1596886,6,2,2,2024,16,PENCO,8,8107,BIOBÍO,PENCO,-36.65854,-72.251746,Leve,0,Tarde,2.874
1596888,10,6,2,2024,13,PENCO,8,8107,BIOBÍO,PENCO,-36.802777,-73.025446,Leve,1,Tarde,1.314
1596893,10,6,2,2024,19,PENCO,8,8107,BIOBÍO,PENCO,-36.713484,-72.97404,Leve,1,Noche,0.681
1596899,19,1,2,2024,12,FLORIDA,8,8104,BIOBÍO,FLORIDA,-36.825862,-72.677434,Leve,0,Tarde,1.599
1596900,13,3,3,2024,21,PAILLACO,14,14107,LOS RÍOS,PAILLACO,-40.007988,-72.819355,Grave,0,Noche,8.124
1596908,14,4,3,2024,14,SALAMANCA,4,4204,COQUIMBO,SALAMANCA,-31.778304,-71.02444,Leve,0,Tarde,4.986
1596922,25,7,2,2024,8,PENCO,8,8107,BIOBÍO,PENCO,-36.648086,-72.960873,Leve,1,Mañana,3.906
1596923,13,3,3,2024,3,MELIPILLA,13,13501,METROPOLITANA DE SANTIAGO,MELIPILLA,-33.823201,-71.331796,Sin lesionados,0,Madrugada,17.853
1596924,29,4,2,2024,18,PENCO,8,8107,BIOBÍO,PENCO,-36.753897,-72.993897,Grave,0,Noche,4.157
1596926,21,3,2,2024,12,MARIA ELENA,2,2302,ANTOFAGASTA,MARÍA ELENA,-21.741406,-69.51266,Sin lesionados,0,Tarde,68.557
1596928,14,4,3,2024,23,BUIN,13,13402,METROPOLITANA DE SANTIAGO,BUIN,-33.735959,-70.735313,Leve,0,Noche,0.422
1596930,10,7,3,2024,15,FLORIDA,8,8104,BIOBÍO,FLORIDA,-36.81696,-72.821839,Fatal,1,Tarde,14.475
1596931,12,2,3,2024,6,FLORIDA,8,8104,BIOBÍO,FLORIDA,-36.827925,-72.687803,Fatal,0,Mañana,2.542
1596984,23,5,2,2024,20,QUILPUE,5,5801,VALPARAÍSO,QUILPUÉ,-33.1987,-71.232544,Sin lesionados,0,Noche,21.11
1597004,8,5,3,2024,18,SAN NICOLAS,16,16305,ÑUBLE,SAN NICOLÁS,-36.647477,-72.433144,Leve,0,Noche,13.939
1597016,2,6,3,2024,22,COLLIPULLI,9,9202,LA ARAUCANÍA,COLLIPULLI,-37.892169,-72.263575,Grave,1,Noche,15.873
1597023,4,1,3,2024,23,COLLIPULLI,9,9202,LA ARAUCANÍA,COLLIPULLI,-37.777515,-72.490209,Sin lesionados,0,Noche,12.106
1597027,6,3,3,2024,17,COLLIPULLI,9,9202,LA ARAUCANÍA,COLLIPULLI,-37.925528,-72.400126,Sin lesionados,0,Tarde,4.106
1597029,20,2,2,2024,13,RENCA,13,13128,METROPOLITANA DE SANTIAGO,RENCA,-33.403184,-70.70146,Sin lesionados,0,Tarde,2.894
1597030,17,6,2,2024,13,OSORNO,10,10301,LOS LAGOS,OSORNO,-40.672698,-73.125012,Sin lesionados,1,Tarde,9.428
1597031,7,4,3,2024,17,COLLIPULLI,9,9202,LA ARAUCANÍA,COLLIPULLI,-37.96652,-72.418198,Leve,0,Tarde,1.222
1597049,9,6,3,2024,7,SAN CARLOS,16,16301,ÑUBLE,SAN CARLOS,-36.392844,-71.88608,Grave,1,Mañana,7.757
1597061,10,7,3,2024,23,SAN NICOLAS,16,16305,ÑUBLE,SAN NICOLÁS,-36.481671,-72.25919,Grave,1,Noche,19.832
